distance_km,weight_kg,price,payment_method,order_hour,is_fraud,data_source
355.12,73.14,1247,COD,10,0,synthetic
73.59,5.56,183,Prepaid,7,0,real_openml_creditcard_42397
181.67,67.54,1024,Wallet,23,0,synthetic
96.72,42.54,648,Prepaid,4,0,synthetic
478.59,50.09,1082,Wallet,10,0,synthetic
55.35,6.77,181,Wallet,18,0,real_openml_creditcard_42397
519.32,72.89,1392,COD,18,0,synthetic
106.04,12.46,295,Prepaid,16,0,real_openml_creditcard_42397
195.76,2.23,253,Prepaid,1,0,real_openml_creditcard_42397
67.54,16.02,303,Prepaid,9,0,real_openml_creditcard_42397
352.01,12.13,512,Prepaid,13,1,synthetic
32.78,9.87,198,Wallet,18,0,real_openml_creditcard_42397
487.75,115.22,1872,Wallet,18,0,synthetic
344.48,118.81,1786,COD,4,0,synthetic
151.94,106.91,1470,Prepaid,6,0,synthetic
94.38,8.09,232,Prepaid,15,0,real_openml_creditcard_42397
605.03,32.16,980,COD,6,0,synthetic
606.41,76.67,1516,COD,10,0,synthetic
176.46,9.52,323,Prepaid,14,0,real_openml_creditcard_42397
466.58,33.45,871,COD,12,0,synthetic
650.64,39.77,1113,Prepaid,10,0,synthetic
61.67,11.79,247,Wallet,17,0,real_openml_creditcard_42397
6.73,16.59,255,COD,22,0,synthetic
15.46,10.42,189,Prepaid,21,0,real_openml_creditcard_42397
544.73,102.57,1771,COD,3,0,synthetic
114.39,70.3,997,Prepaid,1,0,synthetic
686.82,43.68,1192,COD,12,0,synthetic
459.25,47.28,1031,Wallet,22,0,synthetic
166.97,1.31,216,Prepaid,11,0,real_openml_creditcard_42397
543.01,88.89,1605,Prepaid,12,0,synthetic
316.57,32.86,729,Prepaid,12,0,synthetic
28.07,82.12,1061,Wallet,18,0,synthetic
84.11,5.68,194,COD,7,0,synthetic
521.71,84.14,1529,COD,17,0,synthetic
157.24,0.54,198,Prepaid,21,0,real_openml_creditcard_42397
166.56,4.17,250,Prepaid,22,0,real_openml_creditcard_42397
97.62,9.26,249,Prepaid,12,0,real_openml_creditcard_42397
31.13,86.08,1111,Prepaid,22,0,synthetic
799.99,11.53,908,Wallet,22,0,synthetic
16.7,10.25,188,Prepaid,18,0,real_openml_creditcard_42397
106.49,6.6,225,Wallet,22,0,real_openml_creditcard_42397
257.92,89.98,1362,Wallet,17,0,synthetic
273.77,1.47,314,Wallet,14,0,real_openml_creditcard_42397
2.01,10.93,183,Wallet,16,0,real_openml_creditcard_42397
666.94,97.04,1815,Prepaid,16,0,synthetic
285.57,4.67,363,Prepaid,19,0,real_openml_creditcard_42397
740.87,2.42,746,COD,9,0,synthetic
681.03,101.69,1883,Wallet,19,0,synthetic
58.06,8.23,201,COD,18,0,real_openml_creditcard_42397
255.29,68.73,1104,COD,22,0,synthetic
580.36,36.88,1015,COD,15,0,synthetic
582.39,71.28,1430,Prepaid,15,0,synthetic
59.62,112.09,1449,COD,23,0,synthetic
654.75,88.2,1698,Prepaid,3,0,synthetic
142.97,0.78,188,Prepaid,7,0,real_openml_creditcard_42397
527.98,101.9,1748,Wallet,13,0,synthetic
624.23,75.53,1518,Prepaid,8,0,synthetic
134.76,0.98,183,Prepaid,10,0,real_openml_creditcard_42397
332.88,1.7,370,COD,11,0,real_openml_creditcard_42397
231.7,24.75,556,Wallet,16,0,synthetic
27.34,9.2,185,Prepaid,21,0,real_openml_creditcard_42397
795.9,81.0,1738,Prepaid,6,0,synthetic
16.29,82.69,1057,Prepaid,7,0,synthetic
465.41,58.27,1168,COD,0,0,synthetic
411.22,54.05,1069,COD,14,0,synthetic
529.65,73.22,1405,Prepaid,8,0,synthetic
691.06,66.63,1471,Wallet,23,0,synthetic
4.9,109.73,1371,Wallet,15,0,synthetic
436.23,87.81,1496,COD,16,0,synthetic
293.97,55.41,979,Wallet,20,0,synthetic
12.94,12.28,209,Prepaid,3,0,real_openml_creditcard_42397
121.21,4.49,213,Prepaid,22,0,real_openml_creditcard_42397
13.63,67.13,868,Wallet,15,0,synthetic
469.03,38.38,933,Wallet,20,0,synthetic
110.42,3.05,186,Wallet,23,0,real_openml_creditcard_42397
630.35,106.84,1899,COD,5,0,synthetic
424.84,42.64,944,COD,8,0,synthetic
562.94,40.62,1044,COD,13,1,synthetic
53.69,24.64,394,COD,21,0,real_openml_creditcard_42397
90.82,53.89,778,COD,6,1,synthetic
106.35,6.44,223,Prepaid,10,0,real_openml_creditcard_42397
147.43,1.28,198,Prepaid,9,0,real_openml_creditcard_42397
52.25,7.0,181,Wallet,7,0,real_openml_creditcard_42397
601.59,26.19,906,COD,1,0,synthetic
112.74,71.86,1014,Prepaid,14,0,synthetic
506.52,85.74,1535,COD,23,0,synthetic
499.71,102.24,1727,Prepaid,1,0,synthetic
352.82,22.12,633,COD,17,0,real_openml_creditcard_42397
60.09,76.82,1026,Wallet,5,0,synthetic
67.15,7.13,196,Prepaid,15,0,real_openml_creditcard_42397
215.08,10.54,370,Wallet,17,0,real_openml_creditcard_42397
106.45,16.27,341,Wallet,14,0,real_openml_creditcard_42397
160.83,1.1,208,Prepaid,12,0,real_openml_creditcard_42397
531.18,10.02,648,Wallet,3,0,synthetic
222.27,53.25,889,COD,5,0,synthetic
151.64,7.04,271,Prepaid,23,0,real_openml_creditcard_42397
17.18,68.79,891,COD,17,0,real_openml_creditcard_42397
247.08,97.49,1442,COD,4,0,synthetic
10.28,17.45,269,COD,2,0,synthetic
144.03,0.95,191,Prepaid,20,0,real_openml_creditcard_42397
116.99,5.06,216,Wallet,21,0,real_openml_creditcard_42397
24.65,59.59,787,Wallet,7,0,synthetic
208.01,10.98,369,Prepaid,18,0,real_openml_creditcard_42397
273.25,20.83,546,Prepaid,23,0,synthetic
632.9,98.71,1804,COD,3,0,synthetic
619.59,12.64,759,Prepaid,4,0,synthetic
375.81,92.16,1494,COD,12,0,synthetic
192.58,4.72,280,COD,0,0,real_openml_creditcard_42397
220.26,13.98,416,Wallet,21,0,real_openml_creditcard_42397
452.96,100.68,1666,COD,20,0,synthetic
109.85,2.93,184,COD,14,0,real_openml_creditcard_42397
120.13,91.59,1257,Prepaid,4,0,synthetic
84.59,63.41,887,Wallet,16,0,real_openml_creditcard_42397
663.31,60.07,1368,COD,15,0,synthetic
174.3,22.24,474,Prepaid,12,0,synthetic
309.95,21.82,591,Prepaid,8,0,synthetic
133.39,2.0,194,Prepaid,23,0,real_openml_creditcard_42397
452.3,17.08,662,COD,23,0,synthetic
32.11,8.76,184,Prepaid,20,0,real_openml_creditcard_42397
112.0,91.5,1249,COD,13,0,synthetic
530.82,17.19,734,Prepaid,1,0,synthetic
147.38,87.42,1232,Prepaid,7,0,synthetic
603.14,55.78,1262,Prepaid,17,0,synthetic
79.38,5.63,189,Wallet,9,0,real_openml_creditcard_42397
120.68,1.95,182,Wallet,23,0,real_openml_creditcard_42397
541.24,74.1,1426,Prepaid,17,0,synthetic
297.37,106.69,1598,Prepaid,18,0,synthetic
58.94,43.01,619,Wallet,10,0,synthetic
344.43,72.22,1227,Prepaid,20,0,synthetic
497.26,83.55,1500,COD,12,0,synthetic
156.42,23.1,468,COD,8,0,synthetic
87.1,4.47,182,Wallet,7,0,real_openml_creditcard_42397
552.92,84.16,1558,COD,7,0,synthetic
380.75,113.03,1749,COD,9,0,real_openml_creditcard_42397
25.07,108.45,1374,Wallet,11,0,synthetic
537.67,98.98,1722,Wallet,10,0,synthetic
765.56,31.49,1117,COD,8,0,synthetic
161.54,10.3,319,Wallet,15,0,real_openml_creditcard_42397
297.82,81.25,1293,Wallet,0,0,synthetic
152.82,33.79,593,Prepaid,9,0,real_openml_creditcard_42397
504.37,108.88,1811,Prepaid,15,0,synthetic
93.3,74.84,1032,Wallet,19,0,real_openml_creditcard_42397
726.18,54.11,1353,Wallet,10,0,synthetic
118.19,69.78,994,Prepaid,11,0,synthetic
16.85,14.32,237,Wallet,18,0,real_openml_creditcard_42397
100.45,5.55,207,COD,21,0,real_openml_creditcard_42397
147.95,2.74,216,COD,9,0,real_openml_creditcard_42397
141.82,7.03,262,Prepaid,10,0,real_openml_creditcard_42397
276.75,20.39,544,COD,18,0,synthetic
88.12,4.89,188,Wallet,6,0,real_openml_creditcard_42397
396.41,110.45,1732,Wallet,15,0,synthetic
448.87,54.4,1107,COD,22,0,synthetic
573.62,34.76,983,Wallet,12,0,synthetic
501.18,79.32,1453,Wallet,2,0,synthetic
124.75,4.45,216,Wallet,7,0,synthetic
742.13,91.38,1814,Wallet,10,0,synthetic
795.74,55.27,1429,COD,14,0,synthetic
165.79,1.4,216,Wallet,20,0,real_openml_creditcard_42397
17.16,29.23,416,COD,19,0,synthetic
76.68,5.25,182,Wallet,8,0,real_openml_creditcard_42397
317.1,12.58,486,Prepaid,8,0,synthetic
580.03,36.55,1011,Prepaid,10,0,synthetic
191.2,82.98,1218,COD,8,0,synthetic
559.76,73.63,1437,COD,5,0,synthetic
66.22,42.03,614,Prepaid,9,0,real_openml_creditcard_42397
173.04,59.11,915,COD,17,0,synthetic
6.23,10.53,182,Prepaid,22,0,real_openml_creditcard_42397
133.81,0.96,182,Wallet,11,0,real_openml_creditcard_42397
16.97,105.67,1333,COD,13,0,synthetic
152.43,64.12,957,Wallet,5,0,synthetic
741.94,97.05,1882,Prepaid,17,1,synthetic
704.29,60.69,1412,COD,9,0,synthetic
139.84,1.1,189,COD,5,0,real_openml_creditcard_42397
90.51,113.95,1499,Prepaid,1,0,synthetic
84.86,6.14,200,Prepaid,1,0,real_openml_creditcard_42397
501.79,100.78,1711,Wallet,15,0,synthetic
1.11,12.5,201,COD,9,0,real_openml_creditcard_42397
454.32,92.95,1574,Prepaid,21,0,synthetic
164.46,4.5,252,Wallet,22,0,real_openml_creditcard_42397
154.73,111.24,1524,Wallet,16,0,synthetic
8.44,10.62,185,Prepaid,23,0,real_openml_creditcard_42397
658.62,97.56,1814,COD,19,0,synthetic
128.15,3.97,213,Wallet,8,0,real_openml_creditcard_42397
97.51,48.87,724,COD,18,0,synthetic
548.77,2.34,572,COD,15,0,real_openml_creditcard_42397
633.58,67.49,1430,Prepaid,18,0,synthetic
743.95,79.61,1675,Wallet,8,0,synthetic
369.99,27.72,716,Wallet,10,0,synthetic
71.2,7.08,199,COD,19,0,real_openml_creditcard_42397
189.81,7.68,313,Wallet,11,0,real_openml_creditcard_42397
462.47,31.54,845,Wallet,23,1,synthetic
580.13,72.13,1438,Wallet,23,0,synthetic
191.22,18.41,443,Prepaid,16,0,real_openml_creditcard_42397
49.45,33.44,496,Wallet,13,0,synthetic
798.94,87.95,1824,Prepaid,12,0,synthetic
390.81,30.82,772,Wallet,0,0,synthetic
156.64,69.65,1027,Prepaid,13,0,synthetic
63.44,75.67,1015,Wallet,8,0,synthetic
99.64,83.49,1142,Prepaid,18,0,synthetic
697.66,88.01,1734,COD,18,0,synthetic
704.35,24.5,978,COD,22,0,synthetic
176.71,2.08,234,Prepaid,1,0,real_openml_creditcard_42397
774.56,86.07,1780,Wallet,11,0,synthetic
485.55,44.43,1020,Prepaid,11,0,synthetic
117.34,46.28,711,COD,12,0,synthetic
681.23,117.29,2071,Wallet,5,0,synthetic
210.92,118.33,1660,COD,7,0,synthetic
655.25,106.3,1915,Wallet,5,0,synthetic
79.79,23.85,408,COD,6,0,real_openml_creditcard_42397
11.63,12.63,212,Wallet,12,0,real_openml_creditcard_42397
253.47,6.16,352,Prepaid,17,0,real_openml_creditcard_42397
597.09,37.62,1039,COD,19,0,synthetic
667.76,112.86,2005,Prepaid,5,0,synthetic
41.32,7.9,182,COD,8,0,real_openml_creditcard_42397
220.75,8.26,348,COD,0,0,synthetic
503.78,80.23,1466,Wallet,21,0,synthetic
59.64,6.53,182,Wallet,8,0,real_openml_creditcard_42397
96.25,98.95,1324,Prepaid,13,0,synthetic
380.92,54.4,1046,COD,18,0,synthetic
129.2,7.23,253,COD,14,0,real_openml_creditcard_42397
151.97,7.85,281,Wallet,10,0,real_openml_creditcard_42397
239.74,110.44,1591,Prepaid,5,0,synthetic
68.6,20.77,361,Wallet,14,0,real_openml_creditcard_42397
134.52,8.24,270,COD,14,0,real_openml_creditcard_42397
36.04,22.46,352,Prepaid,14,0,real_openml_creditcard_42397
116.71,3.91,202,COD,16,0,real_openml_creditcard_42397
79.08,7.49,211,Wallet,15,0,real_openml_creditcard_42397
155.55,3.08,227,Wallet,15,0,real_openml_creditcard_42397
66.84,60.21,833,Wallet,14,0,synthetic
432.1,19.92,678,Wallet,16,0,synthetic
117.28,7.2,242,Wallet,8,0,real_openml_creditcard_42397
143.93,9.04,288,COD,7,0,real_openml_creditcard_42397
176.68,6.25,284,COD,19,0,real_openml_creditcard_42397
707.97,71.05,1540,COD,16,0,synthetic
153.22,119.03,1616,COD,1,0,synthetic
35.42,13.39,243,Prepaid,5,0,synthetic
35.49,17.42,291,Wallet,1,0,real_openml_creditcard_42397
180.99,72.57,1084,COD,1,0,synthetic
417.08,73.87,1312,Prepaid,5,0,synthetic
436.31,72.05,1307,Wallet,13,0,synthetic
231.45,38.81,724,Wallet,12,0,real_openml_creditcard_42397
31.88,48.2,657,COD,3,0,synthetic
121.37,3.56,202,Wallet,9,0,real_openml_creditcard_42397
157.72,1.25,207,COD,15,0,real_openml_creditcard_42397
84.23,4.68,182,Wallet,12,0,real_openml_creditcard_42397
176.74,11.91,352,Wallet,14,0,real_openml_creditcard_42397
230.4,39.56,732,Prepaid,2,0,synthetic
454.67,95.82,1609,Prepaid,15,0,synthetic
179.8,81.74,1193,Wallet,1,0,synthetic
139.75,2.27,203,Wallet,21,0,real_openml_creditcard_42397
135.36,0.76,181,Prepaid,23,0,real_openml_creditcard_42397
11.51,11.47,198,Prepaid,17,0,real_openml_creditcard_42397
145.56,3.67,225,Wallet,10,0,real_openml_creditcard_42397
10.02,18.18,277,COD,8,0,synthetic
391.89,9.5,517,Wallet,16,0,synthetic
231.59,11.63,398,COD,16,0,real_openml_creditcard_42397
290.85,60.7,1040,COD,5,0,synthetic
593.72,62.95,1340,Wallet,15,0,synthetic
63.05,13.69,271,Wallet,16,0,real_openml_creditcard_42397
519.43,88.15,1575,Prepaid,12,0,synthetic
691.52,109.12,1982,Wallet,13,0,synthetic
252.85,42.84,792,COD,0,0,synthetic
77.02,88.46,1181,Prepaid,20,0,synthetic
530.65,26.48,845,COD,15,0,synthetic
756.19,79.69,1687,Wallet,12,0,synthetic
12.33,11.74,202,COD,20,0,real_openml_creditcard_42397
317.42,10.91,467,Wallet,13,0,synthetic
512.9,23.12,789,Prepaid,18,0,synthetic
480.24,98.18,1660,Prepaid,14,0,synthetic
114.13,3.02,189,Wallet,17,0,real_openml_creditcard_42397
687.77,58.88,1376,Wallet,10,0,synthetic
103.79,25.72,452,Prepaid,13,0,real_openml_creditcard_42397
634.97,4.18,672,Prepaid,16,0,synthetic
49.7,7.86,189,Prepaid,13,0,real_openml_creditcard_42397
613.17,50.06,1203,COD,20,0,synthetic
20.54,83.72,1073,COD,22,0,synthetic
454.16,10.2,581,Prepaid,18,0,synthetic
569.64,49.11,1152,COD,12,0,synthetic
311.62,116.32,1726,Wallet,11,0,synthetic
432.78,61.78,1181,COD,23,0,synthetic
657.95,26.62,962,COD,2,1,synthetic
657.13,97.44,1811,Prepaid,5,0,synthetic
17.26,15.46,251,COD,3,0,real_openml_creditcard_42397
172.88,54.49,859,Wallet,7,0,synthetic
665.04,71.28,1504,Wallet,13,0,synthetic
123.22,25.7,469,Wallet,15,0,synthetic
490.63,22.15,757,COD,1,0,synthetic
201.04,2.27,258,Wallet,9,0,synthetic
677.52,48.75,1245,Prepaid,6,0,synthetic
202.44,2.57,263,Prepaid,21,0,real_openml_creditcard_42397
77.62,68.0,936,Prepaid,5,0,synthetic
662.97,116.43,2044,Prepaid,10,0,synthetic
144.98,93.87,1307,Prepaid,6,0,synthetic
147.69,1.17,197,Wallet,22,0,real_openml_creditcard_42397
536.14,16.39,729,Prepaid,19,0,synthetic
44.61,29.4,443,Prepaid,13,0,real_openml_creditcard_42397
244.38,95.78,1419,Wallet,19,0,synthetic
459.62,14.47,637,COD,10,0,synthetic
666.43,55.68,1318,Prepaid,3,0,synthetic
340.61,1.2,371,Prepaid,14,0,real_openml_creditcard_42397
49.08,7.65,186,COD,23,0,real_openml_creditcard_42397
288.93,25.67,618,Prepaid,6,0,synthetic
122.91,3.2,199,Prepaid,2,0,real_openml_creditcard_42397
57.65,19.18,332,Wallet,20,0,real_openml_creditcard_42397
722.99,91.35,1797,Wallet,3,0,synthetic
597.63,50.51,1194,COD,12,0,synthetic
103.74,45.91,694,Prepaid,2,0,synthetic
48.97,64.68,870,COD,8,0,synthetic
487.48,17.61,700,Wallet,19,0,real_openml_creditcard_42397
92.79,25.58,440,Wallet,18,0,synthetic
177.72,74.5,1104,Prepaid,15,0,synthetic
79.31,113.5,1483,Wallet,14,0,synthetic
1.0,12.74,204,Prepaid,8,0,real_openml_creditcard_42397
666.31,104.74,1907,Wallet,15,0,synthetic
278.1,103.71,1545,Prepaid,19,0,synthetic
90.46,68.55,954,Prepaid,13,0,synthetic
681.64,29.3,1015,Prepaid,7,0,synthetic
62.29,42.46,616,COD,17,0,synthetic
341.14,58.7,1061,COD,2,0,synthetic
113.32,2.5,182,COD,0,0,real_openml_creditcard_42397
371.03,28.8,730,Prepaid,20,0,synthetic
603.05,105.78,1862,COD,8,0,synthetic
216.33,34.68,661,Prepaid,18,0,synthetic
295.19,1.96,339,Prepaid,20,0,synthetic
394.51,5.52,471,COD,9,0,synthetic
126.31,1.36,180,COD,2,0,real_openml_creditcard_42397
40.46,13.72,251,Prepaid,12,0,real_openml_creditcard_42397
787.26,82.72,1751,COD,23,0,synthetic
101.33,38.21,600,COD,22,0,synthetic
556.14,33.22,949,Prepaid,22,0,synthetic
145.54,2.42,210,Prepaid,12,0,real_openml_creditcard_42397
705.87,49.98,1285,Prepaid,0,0,synthetic
45.08,54.31,742,COD,9,1,synthetic
350.95,76.86,1288,COD,18,0,synthetic
45.81,9.15,201,COD,11,0,real_openml_creditcard_42397
433.05,12.52,590,Wallet,10,0,real_openml_creditcard_42397
95.1,25.75,445,Wallet,23,0,synthetic
36.97,11.06,216,COD,0,0,real_openml_creditcard_42397
181.01,87.02,1257,Wallet,12,0,synthetic
560.96,115.92,1946,Wallet,23,0,synthetic
55.25,9.27,211,Wallet,12,0,real_openml_creditcard_42397
551.68,4.87,605,Prepaid,11,0,real_openml_creditcard_42397
87.19,4.46,182,COD,10,0,real_openml_creditcard_42397
160.91,111.33,1531,Wallet,3,0,synthetic
401.74,20.07,652,Wallet,20,0,synthetic
176.25,1.11,222,COD,20,0,real_openml_creditcard_42397
92.78,6.87,216,Wallet,18,0,real_openml_creditcard_42397
752.86,30.98,1099,COD,16,0,synthetic
101.31,3.4,182,COD,18,0,real_openml_creditcard_42397
134.3,0.93,182,Wallet,1,0,real_openml_creditcard_42397
51.32,7.57,187,COD,20,0,real_openml_creditcard_42397
650.22,89.0,1703,COD,23,0,synthetic
582.36,19.57,809,Prepaid,18,0,real_openml_creditcard_42397
162.72,83.53,1199,Wallet,12,0,synthetic
119.48,6.29,233,COD,3,0,real_openml_creditcard_42397
11.4,10.07,181,COD,18,0,synthetic
441.96,97.45,1617,COD,18,1,synthetic
613.0,43.41,1123,COD,11,0,synthetic
27.65,15.68,263,COD,19,0,real_openml_creditcard_42397
399.82,67.03,1214,Prepaid,20,0,synthetic
407.23,16.05,609,Prepaid,17,0,synthetic
362.9,85.07,1398,Wallet,11,0,synthetic
173.8,5.38,271,COD,19,0,real_openml_creditcard_42397
542.42,78.15,1476,Wallet,9,0,real_openml_creditcard_42397
266.57,40.08,771,Prepaid,18,0,synthetic
60.3,6.48,182,COD,19,0,real_openml_creditcard_42397
390.48,116.09,1795,COD,21,0,synthetic
73.81,105.15,1378,COD,20,0,synthetic
63.98,12.55,258,Prepaid,22,0,synthetic
169.23,8.56,305,COD,23,0,real_openml_creditcard_42397
11.89,11.69,201,Wallet,10,0,real_openml_creditcard_42397
49.59,113.8,1460,Wallet,5,0,synthetic
126.78,7.41,253,COD,7,0,real_openml_creditcard_42397
320.12,6.62,417,COD,14,0,synthetic
1047.86,12.74,1146,COD,19,0,real_openml_creditcard_42397
529.03,106.77,1807,COD,14,0,synthetic
132.15,3.26,208,Prepaid,15,0,real_openml_creditcard_42397
106.1,3.21,184,COD,11,0,real_openml_creditcard_42397
87.55,14.85,307,Prepaid,8,0,real_openml_creditcard_42397
97.58,52.43,767,Wallet,21,0,real_openml_creditcard_42397
67.35,6.87,193,Wallet,12,0,real_openml_creditcard_42397
186.92,10.4,343,Prepaid,8,0,real_openml_creditcard_42397
356.76,40.46,857,COD,4,0,synthetic
444.65,71.78,1311,Wallet,5,0,synthetic
98.73,3.85,185,COD,15,0,real_openml_creditcard_42397
520.32,101.32,1734,Prepaid,17,0,synthetic
340.38,44.47,890,Wallet,13,0,synthetic
409.06,65.03,1198,Wallet,5,0,synthetic
54.7,13.31,259,COD,22,0,real_openml_creditcard_42397
177.12,4.63,265,Wallet,14,0,real_openml_creditcard_42397
508.16,84.03,1516,COD,22,0,synthetic
97.57,5.35,202,COD,1,0,real_openml_creditcard_42397
423.12,79.12,1380,Prepaid,13,1,synthetic
25.78,11.65,213,COD,20,0,real_openml_creditcard_42397
164.07,106.99,1482,Prepaid,17,0,synthetic
798.16,74.35,1661,Prepaid,7,0,synthetic
121.97,24.53,454,COD,19,0,synthetic
40.27,8.9,193,Wallet,6,0,real_openml_creditcard_42397
56.4,6.55,179,Prepaid,11,0,synthetic
598.15,117.53,1999,Prepaid,20,1,synthetic
544.03,9.72,656,COD,18,0,synthetic
131.55,3.38,209,Wallet,4,0,real_openml_creditcard_42397
144.73,99.35,1372,COD,1,0,synthetic
194.55,11.45,363,Wallet,13,0,synthetic
320.42,100.82,1548,Wallet,16,0,synthetic
343.58,33.58,762,Prepaid,15,0,synthetic
752.43,31.1,1100,Wallet,7,0,synthetic
140.57,40.6,664,COD,3,0,synthetic
275.29,12.52,448,Wallet,13,0,real_openml_creditcard_42397
456.59,81.9,1444,Prepaid,12,0,synthetic
111.38,8.81,256,COD,13,0,real_openml_creditcard_42397
687.69,63.77,1434,Wallet,19,0,synthetic
138.55,95.97,1326,Prepaid,0,0,synthetic
663.84,22.6,919,Wallet,11,0,synthetic
2.78,22.79,326,Prepaid,12,0,real_openml_creditcard_42397
433.46,69.1,1269,COD,22,0,synthetic
670.11,74.21,1544,COD,3,0,synthetic
71.74,8.45,216,COD,12,0,real_openml_creditcard_42397
588.45,26.87,902,Prepaid,21,0,synthetic
619.69,14.33,780,Prepaid,2,0,synthetic
504.28,73.58,1387,COD,6,0,synthetic
8.27,15.3,241,Prepaid,21,0,real_openml_creditcard_42397
137.67,0.67,182,Wallet,9,0,real_openml_creditcard_42397
389.3,11.22,535,Prepaid,16,0,real_openml_creditcard_42397
796.34,116.49,2165,COD,15,0,synthetic
129.7,1.61,186,COD,3,0,real_openml_creditcard_42397
15.38,11.18,198,COD,11,0,real_openml_creditcard_42397
166.27,78.05,1136,Prepaid,14,0,synthetic
194.98,86.06,1258,COD,8,0,synthetic
670.9,100.4,1859,COD,10,0,synthetic
116.62,6.17,229,COD,1,0,real_openml_creditcard_42397
487.09,44.6,1024,Prepaid,8,0,synthetic
143.51,14.99,359,Prepaid,15,0,real_openml_creditcard_42397
148.74,2.76,217,Wallet,21,0,real_openml_creditcard_42397
760.12,101.17,1948,Wallet,21,0,synthetic
84.55,8.83,232,COD,23,0,real_openml_creditcard_42397
591.74,90.71,1671,COD,22,0,synthetic
300.62,64.24,1091,COD,20,0,synthetic
267.34,9.53,405,Wallet,13,0,real_openml_creditcard_42397
34.64,12.15,227,Prepaid,23,0,real_openml_creditcard_42397
615.58,75.21,1507,COD,11,0,synthetic
67.16,5.96,182,Prepaid,7,0,real_openml_creditcard_42397
155.24,34.52,604,COD,12,0,real_openml_creditcard_42397
284.75,0.81,316,COD,14,0,real_openml_creditcard_42397
60.18,70.93,955,Prepaid,7,0,synthetic
118.54,3.11,194,Wallet,23,0,real_openml_creditcard_42397
535.5,21.17,786,COD,22,0,real_openml_creditcard_42397
268.54,2.69,324,Prepaid,9,0,real_openml_creditcard_42397
619.21,18.08,824,Wallet,18,0,synthetic
746.0,99.12,1911,COD,7,0,synthetic
167.48,2.02,225,Wallet,21,0,real_openml_creditcard_42397
696.52,26.83,999,Wallet,9,0,synthetic
610.79,29.81,957,COD,17,0,synthetic
150.38,10.22,308,COD,15,0,real_openml_creditcard_42397
279.01,20.95,552,Wallet,12,1,synthetic
242.07,58.69,972,COD,11,0,synthetic
403.88,32.5,803,Prepaid,22,0,synthetic
152.7,0.55,194,COD,8,0,real_openml_creditcard_42397
724.57,99.93,1901,COD,1,1,synthetic
181.98,27.92,549,COD,16,0,synthetic
32.89,14.95,259,COD,21,0,real_openml_creditcard_42397
76.78,16.41,316,Prepaid,12,0,real_openml_creditcard_42397
54.29,8.26,198,Wallet,9,0,real_openml_creditcard_42397
124.21,4.52,216,Prepaid,5,0,real_openml_creditcard_42397
247.19,15.13,454,COD,21,1,synthetic
276.83,57.4,988,Prepaid,3,0,real_openml_creditcard_42397
1.28,10.82,181,COD,7,0,real_openml_creditcard_42397
696.02,6.23,751,Prepaid,7,0,synthetic
218.96,2.41,276,COD,9,0,real_openml_creditcard_42397
647.12,81.2,1607,Wallet,15,0,synthetic
771.65,61.38,1481,COD,18,0,synthetic
49.05,7.24,181,COD,21,0,real_openml_creditcard_42397
117.9,6.07,229,COD,23,0,real_openml_creditcard_42397
309.35,86.47,1366,Wallet,16,0,real_openml_creditcard_42397
426.6,100.08,1635,Prepaid,3,0,synthetic
478.12,66.39,1277,Prepaid,9,0,synthetic
533.06,115.74,1919,COD,15,0,synthetic
468.01,35.27,894,COD,8,0,synthetic
378.21,97.36,1559,Prepaid,4,0,synthetic
145.32,0.85,191,COD,19,0,real_openml_creditcard_42397
62.78,22.03,371,COD,6,0,synthetic
22.26,11.0,202,COD,19,0,real_openml_creditcard_42397
516.29,116.6,1914,Prepaid,10,0,synthetic
213.77,0.8,252,COD,10,0,real_openml_creditcard_42397
30.74,8.69,182,Prepaid,12,0,real_openml_creditcard_42397
50.5,8.21,194,Prepaid,11,0,real_openml_creditcard_42397
416.98,96.54,1584,Wallet,19,0,synthetic
629.64,7.35,705,Wallet,1,0,synthetic
64.28,46.91,671,Wallet,15,0,synthetic
147.13,0.88,193,Prepaid,10,0,real_openml_creditcard_42397
190.53,3.79,267,COD,9,0,real_openml_creditcard_42397
575.09,13.7,732,Wallet,14,0,synthetic
112.85,4.04,200,Wallet,12,0,real_openml_creditcard_42397
282.5,95.97,1456,Wallet,9,0,synthetic
629.98,31.04,990,Prepaid,15,0,synthetic
469.05,54.81,1130,Wallet,22,0,synthetic
193.12,1.02,236,Wallet,18,0,real_openml_creditcard_42397
115.19,2.36,182,COD,19,0,real_openml_creditcard_42397
386.13,44.86,936,Prepaid,7,0,synthetic
387.91,79.83,1357,Wallet,13,0,synthetic
539.63,59.03,1244,Prepaid,1,0,synthetic
8.51,118.69,1482,Prepaid,3,0,synthetic
534.62,56.86,1213,Prepaid,12,0,synthetic
698.52,81.65,1658,COD,7,0,synthetic
754.97,103.72,1974,COD,21,0,synthetic
235.03,56.16,935,COD,16,0,synthetic
502.93,74.87,1401,COD,11,0,synthetic
603.09,90.01,1673,Wallet,21,0,synthetic
167.34,74.19,1091,Wallet,17,0,synthetic
181.87,1.61,233,COD,8,0,real_openml_creditcard_42397
139.25,119.52,1610,COD,1,0,synthetic
376.85,56.19,1063,Wallet,10,0,synthetic
7.62,10.43,182,Prepaid,15,0,real_openml_creditcard_42397
451.0,111.69,1796,Wallet,1,0,synthetic
291.84,110.45,1638,COD,13,0,synthetic
